city,district,voivodeship,localization_y,localization_x,market,area,rent,rooms,floor,floors,state,build_yr,build_type,build_material,parking,parking_spots,kitchen,windows,ownership,transport,education,health,recreation,other,other2,additional_area,bathroom,installation,noise,heating,media,direction,price,url
Czêstochowa,œl¹skie,,50.8118195,19.1203094,wtorny,76,,3,2,,,,,,,,,,,,,,,,,,,,,,,,610000,https://gratka.pl/nieruchomosci/mieszkanie-czestochowa/ob/19330097
Poznañ,wielkopolskie,,,,pierwotny,86.30,,4,2,2,,,apartamentowiec,silikat,przynale¿ne na ulicy,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,371090,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-mieszkania-i-apartamenty-ul-kornicka-194-winda-hala-garazowa/ob/10541563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/nowe-mieszkanie-pila/ob/19455367
Kielce,Œlichowice,œwiêtokrzyskie,50.88747341,20.58259131,wtorny,76.55,,4,parter,4,,2020,blok,,,1,,,w³asnoœæ,,,,,,,balkon*taras*piwnica,,,,,,,390405,https://gratka.pl/nieruchomosci/mieszkanie-kielce-slichowice-ul-massalskiego/ob/18643647
Warszawa,Praga-Po³udnie,mazowieckie,52.2434867,21.0709884,wtorny,54.30,,3,1,10,,1963,blok,rama H,,,oddzielna,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,480000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-praga-poludnie-ul-kinowa/ob/19375451
Tychy,M¹ko³owiec,œl¹skie,,,pierwotny,55.85,,3,2,3,,,apartamentowiec,pustak,przynale¿ne na ulicy,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,374195,https://gratka.pl/nieruchomosci/nowe-mieszkanie-tychy-makolowiec-ul-przepiorek/ob/16351427
Pruszcz Gdañski,gdañski,pomorskie,54.26819,18.6526,wtorny,39.45,,2,parter,3,,2022,,,,,,,,,,,,,,,,,,,,,299820,https://gratka.pl/nieruchomosci/mieszkanie-pruszcz-gdanski-ul-sw-wojciecha/ob/19232095
Gdañsk,Œródmieœcie,pomorskie,54.3566971,18.6515216,wtorny,56.70,,2,2,3,do remontu,1954,blok,,,,oddzielna,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,550000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-srodmiescie-ul-heweliusza/ob/18847589
Gdañsk,Osowa,pomorskie,54.4249474,18.47171331,wtorny,106.30,,4,1,,wysoki standard,1988,apartamentowiec,ceg³a,,1,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,639000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-osowa-ul-koziorozca/ob/19446771
Bydgoszcz,kujawsko-pomorskie,,53.1212,17.9925,wtorny,58,,3,3,4,,1969,blok,ceg³a,,,oddzielna,,w³asnoœæ,,,,,,,piwnica,,,,,,,329000,https://gratka.pl/nieruchomosci/mieszkanie-bydgoszcz/ob/19434847
Kraków,Pr¹dnik Czerwony,ma³opolskie,50.09305556,19.96833333,wtorny,67.32,,3,1,1,,2020,apartamentowiec,beton,,2,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,427000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony/ob/18260911
Warszawa,Stary ¯oliborz,mazowieckie,52.2641406,20.9918924,wtorny,53.10,,3,4,4,,1925,,,,,,,,,,,,,,,,,,,,,895000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-stary-zoliborz-ul-plac-inwalidow/ob/19079915
Warszawa,Bemowo,mazowieckie,52.2288993321269,20.9112588043937,wtorny,31.81,,2,1,8,,2020,apartamentowiec,,,,,,,,,,,,,,,,,,,,430000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bemowo-ul-czluchowska/ob/18674945
Kraków,Stare Miasto,ma³opolskie,50.064505671502,19.9298956242535,wtorny,95,,3,2,2,do remontu,1890,kamienica,ceg³a,parking strze¿ony,,,,w³asnoœæ,,,,,,,,,po wymianie,ciche,,,,1045000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-rajska/ob/18233649
Brzeziny,brzeziñski,³ódzkie,51.799512,19.753639,wtorny,72.78,,3,parter,4,do remontu,1990,blok,p³yta,w gara¿u,,,,w³asnoœæ,,,,,,,,,,,,,,289900,https://gratka.pl/nieruchomosci/mieszkanie-brzeziny-ul-stanislawa-kulczynskiego/ob/17432351
Gdañsk,Jasieñ,pomorskie,54.33123,18.55113,wtorny,90.30,,4,3,4,,2015,blok,,,,,,,,,,,,,balkon*taras,,,,,,,789000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-jasien-ul-potegowska/ob/19229893
Kraków,Krowodrza,ma³opolskie,50.079963679758,19.925170047272,wtorny,34.50,380,1,parter,8,nowa,2016,apartamentowiec,,,,,drewniane,w³asnoœæ,,,,,,,,,nowa,ciche,,,,400000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-ul-poznanska/ob/17987385
Che³m,lubelskie,,51.14766455949054,23.431480654210443,wtorny,56.80,170,2,2,2,,,blok,,przynale¿ne na ulicy,,,,spó³dzielcze w³asnoœciowe,,,,,,,,,,,,,,199008,https://gratka.pl/nieruchomosci/mieszkanie-chelm-ul-podgorze/ob/17977925
Kraków,Mistrzejowice,ma³opolskie,50.09638889,20.01416667,wtorny,57.75,,3,1,9,,2020,apartamentowiec,,,,w aneksie,,,,,,,,,,osobne WC,,,,,,438900,https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice/ob/18594187
Katowice,Szopienice,œl¹skie,50.266313,19.1013802,wtorny,65,,3,8,10,wysoki standard,,blok,,,,,,w³asnoœæ,,,,,,,,,,,,,,275000,https://gratka.pl/nieruchomosci/mieszkanie-katowice-szopienice-ul-osiedlowa/ob/19181093
Gryfino,gryfiñski,zachodniopomorskie,53.252617,14.489353,wtorny,74,,3,1,4,,,blok,p³yta,,,oddzielna,,,,,,,,,balkon*taras*piwnica,,,,,,,369000,https://gratka.pl/nieruchomosci/mieszkanie-gryfino/ob/18379147
Bydgoszcz,kujawsko-pomorskie,,53.0960166,18.0250245,pierwotny,72.82,,3,2,5,,2020,apartamentowiec,,,1,w aneksie,,,,,,,,,,,,,,,,473330,https://gratka.pl/nieruchomosci/nowe-mieszkanie-bydgoszcz-ul-bialogardzka/ob/18746443
Wroc³aw,Fabryczna,dolnoœl¹skie,51.1201363738136,16.9971921541152,pierwotny,93.49,,3,6,8,,,blok,,,,oddzielna,,,,,,,,,,,,,,,,645081,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-fabryczna-ul-legnicka-59/ob/3541433
Brwinów,pruszkowski,mazowieckie,52.1377246781557,20.7116167963726,pierwotny,57.90,,3,1,3,,,blok,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-brwinow-ul-grodziska-40/ob/15811784
,,,,20.7116167963726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie/ob/18693929
Kraków,Stare Miasto,ma³opolskie,50.0668685728811,19.9349289708674,wtorny,61.28,,3,3,4,wysoki standard,1921,,,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,643440,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-adama-asnyka/ob/18462865
£ódŸ,Œródmieœcie,³ódzkie,51.7654408730963,19.4771006910952,wtorny,59.61,,2,4,4,do remontu,1920,kamienica,ceg³a,,,oddzielna,,w³asnoœæ,,,,,,,balkon,,,,,,,269000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-srodmiescie-ul-zlota/ob/18595465
,,,,19.4771006910952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/mieszkanie-szczecin-gumience/ob/19424867
Kraków,Wola Duchacka,ma³opolskie,50.0276,19.955,pierwotny,62.66,,3,parter,8,,,blok,,przynale¿ne na ulicy,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,559000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-wola-duchacka-ul-kamienskiego-okolice/ob/19202159
Kalisz,wielkopolskie,,51.7651532,18.0902343,wtorny,32.50,,2,parter,3,,,,,,,,,,,,,,,,,,,,,,,197000,https://gratka.pl/nieruchomosci/mieszkanie-kalisz/ob/19395863
Warszawa,Ursus,mazowieckie,52.19388889,20.88611111,wtorny,55.47,,3,2,4,,,,,w gara¿u,,,,,,,,,,,,,,,,,,504777,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ursus/ob/18747213
Wroc³aw,Z³otniki,dolnoœl¹skie,51.13944444,16.88361111,pierwotny,98.10,,4,2,2,,,dom wielorodzinny/szeregowiec,,,,,,,,,,,,,,,,,,,,565500,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-zlotniki/ob/13780179
Karczew,otwocki,mazowieckie,52.06721385,21.25039101,pierwotny,58.04,,3,2,3,,2021,blok,ceg³a,,1,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,307612,https://gratka.pl/nieruchomosci/nowe-mieszkanie-karczew/ob/19360839
Kraków,Os. Pr¹dnik Czerwony,ma³opolskie,50.0932872,19.9866776,wtorny,34,,1,1,5,dobry,2008,blok,ceg³a,w gara¿u,,,,w³asnoœæ,,,,,,,balkon,,,,,,,410000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-os-pradnik-czerwony-ul-marcholta/ob/19361871
Warszawa,Mokotów,mazowieckie,52.1858,21.0439,pierwotny,55.30,,2,2,2,,,blok,,,,,,,,,,,,,,,,,,,,733300,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-mokotow-ul-bialego-debu/ob/13783781
Wroc³aw,Œródmieœcie,dolnoœl¹skie,51.11944444,17.05916667,wtorny,32.73,,1,4,6,stan deweloperski,,apartamentowiec,,,,,,,,,,,,,,,,,,,,333355,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-srodmiescie/ob/15407650
Sokolniki,dzier¿oniowski,dolnoœl¹skie,50.819816,16.836949,wtorny,59.50,,3,2,2,dobry,1970,blok,,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,159000,https://gratka.pl/nieruchomosci/mieszkanie-sokolniki/ob/19110187
,,,,16.836949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie-ul-twarda/ob/19444551
Poznañ,wielkopolskie,,,,pierwotny,19.96,,1,parter,6,,,blok,,,,,,,,,,,,,,,,,,,,164913,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-ul-nadolnik-8/ob/16207467
Gdañsk,Stare Miasto,pomorskie,54.35439,18.65596,wtorny,38,,2,3,4,,2018,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,640000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-stare-miasto-ul-tartaczna/ob/19367439
Warszawa,Czyste,mazowieckie,52.2268,20.9564,wtorny,71.50,,3,7,8,,2019,apartamentowiec,,w gara¿u,1,,,w³asnoœæ,,,,,,,loggia,,,,,,,1030000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-czyste-ul-kasprzaka/ob/18053937
Warszawa,Saska Kêpa,mazowieckie,52.2450924485825,21.0721682038531,wtorny,204,,5,parter,3,,1994,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,2000000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-saska-kepa-ul-stanislawa-augusta/ob/18815803
Bydgoszcz,Okole,kujawsko-pomorskie,53.1307704,17.9770586,wtorny,80,,3,parter,2,,,kamienica,ceg³a,w gara¿u,,oddzielna,,w³asnoœæ,,,,,,,piwnica,,,,,,,260000,https://gratka.pl/nieruchomosci/mieszkanie-bydgoszcz-okole/ob/19384139
Z¹bki,wo³omiñski,mazowieckie,52.28049,21.13499,wtorny,52,,2,2,4,,2014,,,,,,,,,,,,,,,,,,,,,397000,https://gratka.pl/nieruchomosci/mieszkanie-zabki-ul-powstancow/ob/19379363
Kraków,Krowodrza,ma³opolskie,50.0725,19.91861111,wtorny,27.34,,1,parter,4,wysoki standard,2019,,,,,w aneksie,,,,,,,,,,,,,,,,397498,https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza/ob/18462717
Wroc³aw,Krzyki,dolnoœl¹skie,51.0831,17.0479,pierwotny,30.06,,2,5,7,,,blok,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-krzyki-ul-armii-krajowej/ob/13718137
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.1827969730876,15.5840499528324,wtorny,33.55,,1,3,4,dobry,2006,apartamentowiec,,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,239000,https://gratka.pl/nieruchomosci/mieszkanie-kolobrzeg-ul-kasprowicza/ob/19006471
Lublin,Ponikwoda,lubelskie,51.26183,22.58957,wtorny,28,,1,parter,4,wysoki standard,1978,blok,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,228000,https://gratka.pl/nieruchomosci/mieszkanie-lublin-ponikwoda/ob/19001387
Suwa³ki,podlaskie,,54.102525,22.925538,pierwotny,34.06,,2,5,5,,,blok,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-suwalki-ul-aleksandry-pilsudskiej/ob/16462768
¯yrardów,¿yrardowski,mazowieckie,52.0480095,20.440529,wtorny,178,,5,parter,2,dobry,1984,,,,1,oddzielna,,w³asnoœæ,,,,,,,,,,,,,,540000,https://gratka.pl/nieruchomosci/mieszkanie-zyrardow/ob/19426649
£ódŸ,Górna,³ódzkie,51.6990659,19.438533,wtorny,31,,1,2,2,,,blok,,przynale¿ne na ulicy,,,,w³asnoœæ,,,,,,,,,,,,,,140000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-gorna-ul-plazowa/ob/18751561
,,,,19.438533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-praga-poludnie-ul-kordeckiego/ob/19470105
Miko³ów,miko³owski,œl¹skie,50.1790184,18.9038037,pierwotny,35.95,,2,parter,4,,,apartamentowiec,,,,,,,,,,,,,,,,,,,,195927,https://gratka.pl/nieruchomosci/nowe-mieszkanie-mikolow/ob/19105313
Kraków,Kurdwanów,ma³opolskie,50.0111341655715,19.9645242989647,wtorny,81.37,714,4,4,5,do odœwie¿enia,1998,,,,,,plastikowe/PCV,,,,,,,,,,,umiarkowanie ciche,,,,619000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-kurdwanow-ul-kordiana/ob/19102317
Œroda Wielkopolska,œredzki,wielkopolskie,52.227149,17.280379,wtorny,56.48,,3,1,4,dobry,1970,blok,beton,,,,,w³asnoœæ,,,,,,,,,,,,,,239000,https://gratka.pl/nieruchomosci/mieszkanie-sroda-wielkopolska/ob/18533735
Kraków,Krowodrza,ma³opolskie,50.090443,19.925428,wtorny,53,,3,10,10,,1970,blok,p³yta,,,oddzielna,,spó³dzielcze w³asnoœciowe,,,,,,,balkon*piwnica,osobne WC,,,,,,459000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-ul-opolska/ob/18629599
Wroc³aw,Krzyki,dolnoœl¹skie,51.07333333,16.99916667,wtorny,73,350,4,parter,,nowa,2020,apartamentowiec,inne,w gara¿u,,,plastikowe/PCV,w³asnoœæ,autobus*tramwaj*lotnisko,przedszkole*szko³a podstawowa*¿³obek,apteka*weterynarz,,centrum handlowe*sklep*bazarek,,,,nowa,ciche,,,po³udniowe*wschodnie*pó³nocne,550000,https://gratka.pl/nieruchomosci/sprzedam-odstapie-mieszkanie-73m-4-pokoje-ogrodek-garaz-2-miejsca-komorka-osiedle-zamkniete/oi/19099561
Gdañsk,G³ówne Miasto,pomorskie,54.35065,18.66529,pierwotny,105.75,,4,5,6,,2019,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,1015392,https://gratka.pl/nieruchomosci/nowe-mieszkanie-gdansk-glowne-miasto-ul-angielska-grobla/ob/19426129
Wroc³aw,Maœlice,dolnoœl¹skie,51.14757,16.93262,pierwotny,33.07,,1,1,2,,2020,blok,,,,,,,,,,,,,balkon,,,,,,,248025,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-maslice-ul-krolewiecka/ob/19441359
Wojkowice,bêdziñski,œl¹skie,50.35964,19.04948,wtorny,36.20,,1,parter,1,,1940,blok,ceg³a,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,piwnica,,,,,,,150000,https://gratka.pl/nieruchomosci/mieszkanie-wojkowice/ob/19077223
G³ogów Ma³opolski,rzeszowski,podkarpackie,50.1512,21.9629,pierwotny,65.58,,3,parter,1,,2020,apartamentowiec,pustak,,2,w aneksie,,w³asnoœæ,,,,,,,taras,osobne WC,,,,,,294192,https://gratka.pl/nieruchomosci/nowe-mieszkanie-glogow-malopolski/ob/19372829
Jelenia Góra,Cieplice Œl¹skie-Zdrój,dolnoœl¹skie,50.86555556,15.68194444,wtorny,72.32,,3,2,2,,2020,apartamentowiec,,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,,osobne WC,,,,,,397760,https://gratka.pl/nieruchomosci/mieszkanie-jelenia-gora-cieplice-slaskie-zdroj/ob/18731713
Kielce,œwiêtokrzyskie,,50.8978,20.668,pierwotny,25.03,,1,2,5,,,blok,,,,w aneksie,,,,,,,,,,,,,,,,193983,https://gratka.pl/nieruchomosci/nowe-mieszkanie-kielce-ul-generala-wladyslawa-sikorskiego-30a/ob/18859241
Szklarska Porêba,jeleniogórski,dolnoœl¹skie,50.828732,15.520128,wtorny,33.15,,1,1,4,,2020,apartamentowiec,,,,,,w³asnoœæ,,,,,,,,,,,,,,348075,https://gratka.pl/nieruchomosci/mieszkanie-szklarska-poreba/ob/18625829
Warszawa,Praga-Po³udnie,mazowieckie,52.2326557,21.0744424,wtorny,35,,1,10,15,,2006,apartamentowiec,,w gara¿u,,,,w³asnoœæ,,,,,,,,,,,,,,370000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-praga-poludnie-ul-stanow-zjednoczonych/ob/19456989
Niepo³omice,wielicki,ma³opolskie,50.03161824,20.19658327,pierwotny,59.95,,4,2,2,,2020,,,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,299750,https://gratka.pl/nieruchomosci/nowe-mieszkanie-niepolomice/ob/19271757
Warszawa,Grochów,mazowieckie,52,21,wtorny,77,,4,2,3,do remontu,1988,blok,ceg³a,,,oddzielna,,w³asnoœæ,,,,,,,piwnica,,,,,,,729000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-grochow-ul-kordeckiego/ob/19433459
£ódŸ,Górna,³ódzkie,51.71387,19.42197,wtorny,33.06,,1,1,2,,1950,,,,,,,,,,,,,,,,,,,,,199000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-gorna-ul-odrzanska/ob/19277251
Gliwice,Œródmieœcie,œl¹skie,,,pierwotny,95.75,,4,2,4,,,apartamentowiec,,w gara¿u,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,osobne WC,,,,,,627600,https://gratka.pl/nieruchomosci/nowe-mieszkanie-gliwice-srodmiescie-ul-jasnogorska-3/ob/7009793
Kraków,Zab³ocie,ma³opolskie,50.0401806,19.97608042,pierwotny,39.31,,2,4,4,,2019,,,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,420617,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-zablocie-ul-nowohucka/ob/19275019
Poznañ,wielkopolskie,,52.3952852102615,16.9655900206503,pierwotny,38.77,,2,3,6,,,blok,,,,,,,,,,,,,,,,,,,,358622.50,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-ul-katowicka-2/ob/15235910
Poznañ,Je¿yce,wielkopolskie,52.4064,16.9252,pierwotny,75.37,,4,6,7,,,blok,,,,w aneksie,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-jezyce-ul-dabrowskiego-81-85/ob/15907595
Warszawa,Mokotów,mazowieckie,52.2009678025968,21.0272657924248,wtorny,111.70,1650,4,6,8,,2004,apartamentowiec,ceg³a,w gara¿u,,,,w³asnoœæ,autobus*tramwaj,,,,,,,,,,,,,1950000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-mokotow-ul-ludowa/ob/17225679
Kielce,Barwinek,œwiêtokrzyskie,50.84805556,20.61555556,wtorny,66,,4,1,2,wysoki standard,2020,apartamentowiec,beton,,,,,w³asnoœæ,,,,,,,taras,,,,,,,499000,https://gratka.pl/nieruchomosci/mieszkanie-kielce-barwinek/ob/19146119
Sosnowiec,Kazimierz,œl¹skie,50.282968,19.138803,wtorny,23,400,1,parter,4,do remontu,,blok,,,,,plastikowe/PCV,spó³dzielcze w³asnoœciowe z KW,,,,,,,,,czêœciowo wymieniona,,,,,114900,https://gratka.pl/nieruchomosci/mieszkanie-sosnowiec-kazimierz/ob/18618413
£ódŸ,Polesie,³ódzkie,51.7754,19.4564,wtorny,40,,2,4,4,,,kamienica,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,276000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-polesie/ob/17650509
Kraków,Stare Miasto,ma³opolskie,50.07955975,19.95116727,wtorny,31,,1,4,6,,2020,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,379000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-prandoty/ob/18240473
Poznañ,Wilda,wielkopolskie,52.3981137728256,16.9219317965258,wtorny,139.49,,5,3,3,do remontu,1900,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,,,nowa,,,,wschodnie*zachodnie*po³udniowe,790000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-ul-wierzbiecice/ob/18261285
Lublin,Wêglin Pó³nocny,lubelskie,51.2201785,22.4898277,pierwotny,32.38,,2,parter,6,,2022,blok,,,1,w aneksie,,,,,,,,,,,,,,,,226660,https://gratka.pl/nieruchomosci/nowe-mieszkanie-lublin-weglin-polnocny-ul-kwarcowa/ob/19296245
Niepo³omice,wielicki,ma³opolskie,50.0440541345842,20.1897440652362,pierwotny,54.39,,3,parter,1,,,,,brak miejsca parkingowego,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,299000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-niepolomice-ul-portowa/ob/17836987
Kraków,ma³opolskie,,50.06322,19.93924,wtorny,128,,5,4,4,wysoki standard,2001,blok,,,1,,,spó³dzielcze w³asnoœciowe z KW,,,,,,,,,,,,,,785000,https://gratka.pl/nieruchomosci/mieszkanie-krakow/ob/19181161
Warszawa,Œródmieœcie,mazowieckie,52.2239842593828,21.0287121831445,wtorny,29.40,,2,8,15,,1970,blok,,,,,,spó³dzielcze w³asnoœciowe,,,,,,,balkon,,,,,,,530000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie-ul-gornoslaska/ob/19254581
Piaseczno,piaseczyñski,mazowieckie,52.07940145,21.00897323,wtorny,67.30,,3,1,8,wysoki standard,2008,apartamentowiec,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,559000,https://gratka.pl/nieruchomosci/mieszkanie-piaseczno-ul-kazimierza-jarzabka/ob/18818725
Ostróda,ostródzki,warmiñsko-mazurskie,53.699996,19.967764,wtorny,39.17,,3,1,3,,,,ceg³a,,,w aneksie,,,,,,,,,balkon,,,,,,,260000,https://gratka.pl/nieruchomosci/mieszkanie-ostroda-ul-widok/ob/18649955
Zielona Góra,lubuskie,,51.9356214,15.5061862,pierwotny,73.80,,4,parter,4,,2020,blok,,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,349812,https://gratka.pl/nieruchomosci/nowe-mieszkanie-zielona-gora/ob/19356441
Toruñ,kujawsko-pomorskie,,53.007165,18.610524,wtorny,40,,2,4,4,do remontu,1995,,ceg³a,,,oddzielna,,,,,,,,,piwnica,,,,,,,257000,https://gratka.pl/nieruchomosci/mieszkanie-torun/ob/19013375
¯nin,¿niñski,kujawsko-pomorskie,52.848001,17.732547,wtorny,37,,2,parter,2,,,blok,,,,,,,,,,,,,,,,,,,,140000,https://gratka.pl/nieruchomosci/mieszkanie-znin/ob/19332759
Radom,mazowieckie,,51.3695,21.1331,wtorny,55,,2,3,5,,2020,,,,,,,,,,,,,,balkon*piwnica,,,,,,,339000,https://gratka.pl/nieruchomosci/mieszkanie-radom/ob/19272053
E³k,e³cki,warmiñsko-mazurskie,53.8281,22.3647,pierwotny,57.67,,3,2,4,,,apartamentowiec,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-elk-ul-generala-bora-komorowskiego/ob/15390970
Wroc³aw,Brochów,dolnoœl¹skie,51.06078191,17.08105088,wtorny,236.57,,7,,2,dobry,,,,,,,,w³asnoœæ,,,,,,,,,,,,,,1300000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-brochow/ob/19330189
Kraków,Os. Z³ocieñ,ma³opolskie,50.02679371,20.0477314,pierwotny,50.98,,3,4,4,,2019,,,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,359409,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-os-zlocien-ul-osiedle-zlotej-jesieni/ob/19267333
£ódŸ,Ba³uty,³ódzkie,51.8064416,19.460037,wtorny,38,,2,parter,4,,1968,blok,p³yta,,,,,spó³dzielcze w³asnoœciowe,,,,,,,,,,,,,,237000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-baluty/ob/19198919
Pi³a,pilski,wielkopolskie,53.151,16.7382,wtorny,39.50,,2,1,4,,,blok,,,,w aneksie,,,,,,,,,balkon,,,,,,,259000,https://gratka.pl/nieruchomosci/mieszkanie-pila/ob/19392833
Kraków,Zab³ocie,ma³opolskie,50.0402,19.9761,pierwotny,35.51,,2,4,4,,,blok,,,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,408010,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-zablocie-ul-nowohucka/ob/17597812
Gdynia,Chylonia,pomorskie,54.5382452516843,18.4768523394772,wtorny,39.75,,2,2,10,,1970,,,,,,,,,,,,,,balkon*piwnica,,,,,,,329000,https://gratka.pl/nieruchomosci/mieszkanie-gdynia-chylonia-ul-lubawska/ob/18601211
Kielce,œwiêtokrzyskie,,50.8624,20.6362,pierwotny,60.15,,3,3,4,,2020,apartamentowiec,,w gara¿u,,w aneksie,,,,,,,,,balkon,,,,,,,390975,https://gratka.pl/nieruchomosci/nowe-mieszkanie-kielce-ul-niska/ob/19205355
Kraków,Stare Miasto,ma³opolskie,50.0530358,19.92124991,wtorny,148.75,,3,2,3,,1912,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,1550000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-tadeusza-kosciuszki/ob/18546639
Kraków,Stare Miasto,ma³opolskie,50.0685,19.9385,wtorny,139.17,440,5,2,4,do odœwie¿enia,1950,kamienica,ceg³a,parking strze¿ony,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,ciche,,,,1350000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto/ob/15820124
